,x-centroids,y-centroids,pixel major,pixel minor,puncta major,puncta minor,aspect ratio,average background,puncta intensity,partition coeff,file number,channel number,frame number,stack number,puncta index,covariances
178,118.86525864418917,435.7828855669308,4.187003736148535,2.9683573029645705,0.20462138656394757,0.14506540366943751,1.4105457358407874,1550.7368421052631,4896.0,3.157208797176215,file5,channel2,1,zstack1,20,"[1.67491265e+02 6.41100431e-02 8.36619408e-02 3.17320583e-02
 3.22091584e-02 1.85562348e-02 3.87702647e+01]"
179,305.41130273261695,446.8916669866775,4.624457874435581,3.7422667889461274,0.22600003296008656,0.18288682492334019,1.2357370907107055,2043.3623188405797,9190.0,4.497489219246482,file5,channel2,1,zstack1,21,"[1.03264094e+02 2.12076291e-02 2.58553290e-02 6.13290276e-03
 6.04719195e-03 4.07488460e-03 3.33432656e+01]"
180,295.03670937087145,477.9745260384268,6.138489044412283,3.8811599832391113,0.299991645297802,0.18967461872327337,1.5816119590332542,1643.247191011236,5664.0,3.446833824504783,file5,channel2,1,zstack1,22,"[1.14031710e+02 4.50536670e-02 7.30379869e-02 1.28983678e-02
 9.26021187e-03 5.20501351e-03 4.85093796e+01]"
181,265.13110458874337,508.6635836383954,7.898103501760445,3.1365424254870726,0.3859850603435095,0.15328471158952983,2.5180923546838208,2458.3896103896104,7874.0,3.2029097286788946,file5,channel2,1,zstack1,23,"[1.19830677e+02 3.19138432e-02 7.46625508e-02 1.39319772e-02
 8.87943929e-03 3.14519251e-03 4.46757121e+01]"
182,201.08684636736123,529.9814535008694,5.101161103645143,4.446555495146062,0.24929680599571288,0.21730583686731397,1.1472163361536047,1580.342105263158,6085.0,3.8504321182955055,file5,channel2,1,zstack1,24,"[8.17398053e+01 3.42182690e-02 3.08146752e-02 4.53614711e-03
 5.63731986e-03 5.58649769e-03 3.58969007e+01]"
183,310.15023462694217,537.3466639031982,3.886607897023405,3.271485982667234,0.1899408615409711,0.1598794842523017,1.188025233063864,2196.7758620689656,5108.0,2.3252258403773554,file5,channel2,1,zstack1,25,"[1.31140342e+02 6.14081331e-02 7.07544887e-02 2.42113849e-02
 2.70974470e-02 1.82125329e-02 3.10277649e+01]"
184,260.4360704698063,538.0741601610994,7.811082809430852,3.720392122440661,0.38173230686003273,0.18181779683713892,2.0995321332705665,2016.9540229885058,5679.0,2.815631856389799,file5,channel2,1,zstack1,26,"[8.99584592e+01 3.59141835e-02 7.71443132e-02 1.16971493e-02
 6.76771840e-03 2.97232287e-03 4.22625547e+01]"
185,301.2300238757953,553.8673538225961,6.77492343286749,3.1629775501259667,0.3310945759922165,0.15457661200292114,2.1419448369457053,2658.987804878049,8615.0,3.2399546865898907,file5,channel2,1,zstack1,27,"[1.24080730e+02 2.71820223e-02 5.55273132e-02 1.24641742e-02
 8.02307552e-03 3.15538365e-03 4.35051375e+01]"
186,269.479663555685,576.3100412451658,7.232738140696104,3.2241365939039643,0.35346825564683054,0.15756549119372182,2.2433100862945454,2257.5542168674697,7143.0,3.1640436126098725,file5,channel2,1,zstack1,28,"[1.18229200e+02 4.50886354e-02 6.58635546e-02 1.25214799e-02
 1.33218267e-02 5.96593901e-03 4.62338835e+01]"
187,223.10612092945303,607.2849929302432,5.632439926060536,4.409594283870005,0.275260721039815,0.21549952027984737,1.2773147739835422,1876.8791208791208,6554.0,3.4919670249888757,file5,channel2,1,zstack1,30,"[9.61256715e+01 3.47487671e-02 4.45391991e-02 7.22539830e-03
 5.90301900e-03 4.26575516e-03 4.80335229e+01]"
188,285.8341811572659,618.7318546782062,5.303552776830902,3.4085687579418904,0.2591878085851594,0.16657880178778983,1.5559471301477314,1284.2333333333333,5219.0,4.063903236691152,file5,channel2,1,zstack1,31,"[9.13133049e+01 4.45072670e-02 4.13754218e-02 8.39787994e-03
 1.23939770e-02 9.77012278e-03 3.07201296e+01]"
